PID,TrackName,CarName,EventDate,Lap,LapTime,Corr Speed kmh_Min,Corr Speed kmh_Max,Corr Speed kmh_Avg,Corr Speed kmh_Start,Corr Speed kmh_End,Corr Speed kmh_Std Dev,BRAKE _Min,BRAKE _Max,BRAKE _Avg,BRAKE _Start,BRAKE _End,BRAKE _Std Dev,Oversteer _Min,Oversteer _Max,Oversteer _Avg,Oversteer _Start,Oversteer _End,Oversteer _Std Dev,ROTY s_Min,ROTY s_Max,ROTY s_Avg,ROTY s_Start,ROTY s_End,ROTY s_Std Dev,THROTTLE _Min,THROTTLE _Max,THROTTLE _Avg,THROTTLE _Start,THROTTLE _End,THROTTLE _Std Dev,abs glat_Max,abs glat_Avg,abs glat_Start,abs glat_End,abs glat_Std Dev,abs glong_Min,abs glong_Max,abs glong_Avg,abs glong_Start,abs glong_End,abs glong_Std Dev,abs Steerangle_Min,abs Steerangle_Max,abs Steerangle_Avg,abs Steerangle_Start,abs Steerangle_End,abs Steerangle_Std Dev,lane deviation_Min,lane deviation_Max,lane deviation_Avg,lane deviation_Start,lane deviation_End,lane deviation_Std Dev,steering reversal rate per lap_Min,steering reversal rate per lap_Max,steering reversal rate per lap_Avg,steering reversal rate per lap_Start,steering reversal rate per lap_End,steering reversal rate per lap_Std Dev,steering reversal rate per sector_Min,steering reversal rate per sector_Max,steering reversal rate per sector_Avg,steering reversal rate per sector_Start,steering reversal rate per sector_End,steering reversal rate per sector_Std Dev,understeer_Min,understeer_Max,understeer_Avg,understeer_Start,understeer_End,understeer_Change,understeer_Std Dev,z,outlier,validlap,cluster,cluster_label,THROTTLE width_Avg,Throttle_duration_Avg,Throttle application speed_Avg,Throttle release application_Avg,Steer_Peakvalue_Avg,Steer_PeakTime_Avg,number of crossing_Avg,Cumulative angular travel_Avg,angular velosity_Avg,number of direction changed_Avg,steering angle_RMS,number of crossing,Brake_length_Avg,Brake_duration_Avg,Trail_braking_duration_Avg
P051,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/26/2023, ",Lap 2,118.632,2.36,0.65,0.51,0.37,0.56,0.0,3.4,0.42,0.26,0.26,0.35,-0.0,240.0,61.28,12.79,8.55,73.39,0.0,100.0,12.0,0.0,0.0,27.0,0.0,226.7,110.0,192.1,193.1,56.3,0.0,1.0,0.29,0.0,0.0,0.45,-12.91,28.83,-0.57,-0.84,-0.56,4.37,-76.55,138.05,3.02,6.46,3.95,23.33,0.0,34.08,17.04,22.51,27.95,9.57,0.0,4.2,1.27,0.0,0.37,1.16,0.0,100.0,62.0,100.0,100.0,42.0,0.0,12.91,1.36,0.84,0.56,-0.27,2.08,1.117541220328472,0,1,0,Slow,266.44444444444446,5.328888888888893,5.555555555555552,154.88888888888889,124.90454545454546,54.46536363636364,63.0,7536.0,63.552032383201215,326.0,95.63739797122616,63.0,259.87499999999955,154.29999999999993,154.93999999999994
P051,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/26/2023, ",Lap 3,92.457,2.41,0.73,0.37,0.37,0.57,0.0,1.96,0.45,0.26,0.25,0.38,-0.0,154.58,28.77,8.55,11.87,32.98,0.0,100.0,12.0,0.0,0.0,28.0,66.3,222.7,138.8,193.1,192.6,36.5,0.0,1.0,0.27,0.0,0.0,0.44,-9.53,4.23,-1.43,-0.56,-0.82,1.9,-42.74,56.06,3.88,3.95,4.17,17.44,0.0,27.95,12.11,27.95,0.0,7.24,0.0,4.07,0.5,0.37,0.18,0.69,0.0,100.0,65.0,100.0,100.0,42.0,0.0,9.53,1.49,0.56,0.82,0.26,1.84,-0.628386388120652,0,1,1,Fast,242.0625,4.842500000000008,6.24838668043365,192.5,83.90222222222222,40.28366666666667,66.0,3813.0,41.25730361393638,335.0,43.77005089728303,66.0,67.96904761904739,8.959999999999985,8.940000000000001
P050,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/26/2023, ",Lap 2,93.912,2.69,0.73,0.36,0.42,0.58,0.0,1.7,0.43,0.27,0.18,0.33,-0.0,109.23,27.42,12.91,10.29,28.5,0.0,98.0,14.0,3.0,2.0,25.0,62.4,212.8,137.8,177.6,185.7,37.6,0.0,1.0,0.27,0.0,0.0,0.45,-6.19,2.36,-1.28,-0.92,-0.7,1.37,-46.98,47.31,3.83,6.51,5.84,17.38,0.0,25.73,12.06,22.77,6.18,7.56,0.0,4.18,0.56,0.58,0.47,0.71,0.0,100.0,68.0,100.0,100.0,38.0,0.0,6.19,1.31,0.92,0.7,-0.21,1.34,-0.5313348247856569,0,1,1,Fast,843.1428571428571,16.86285714285714,7.142857142857143,645.2857142857143,70.71333333333334,41.41266666666666,53.0,3341.0,35.59556786703601,404.0,39.574521675207095,53.0,303.56666666666666,60.95999999999998,59.39999999999995
P049,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/26/2023, ",Lap 2,100.219,2.76,0.71,0.27,0.58,0.58,0.0,1.89,0.44,0.27,0.04,0.39,-0.0,198.83,42.19,8.5,17.87,49.83,0.0,100.0,15.0,0.0,0.0,33.0,0.0,223.4,129.0,186.8,188.8,50.5,0.0,1.0,0.3,0.0,0.0,0.46,-10.5,22.18,-1.36,-0.6,-1.19,3.2,-66.21,59.54,3.6,3.44,8.88,19.06,0.0,30.57,15.75,9.55,6.11,9.19,0.0,4.15,0.57,0.15,0.0,0.82,0.0,100.0,64.0,100.0,100.0,43.0,0.0,10.5,1.65,0.6,1.19,0.58,2.25,-0.1106446461232462,0,1,2,Medium,319.0,6.380000000000005,5.555555555555552,222.44444444444446,102.46636363636365,49.799,54.0,5294.0,52.84431137724551,320.0,65.31378429674456,54.0,51.40173160173134,81.09999999999998,81.17999999999998
P049,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/26/2023, ",Lap 3,90.412,2.57,0.75,0.58,0.31,0.61,0.0,2.04,0.43,0.04,0.14,0.4,-0.0,173.36,31.69,17.87,5.85,36.16,0.0,100.0,12.0,0.0,0.0,30.0,66.5,223.8,142.0,188.8,187.9,37.3,0.0,1.0,0.3,0.0,0.0,0.46,-10.08,7.36,-1.67,-1.19,-0.4,2.14,-45.57,59.62,3.97,8.88,2.84,17.84,0.0,27.15,14.09,6.11,13.03,8.23,0.0,4.03,0.53,0.0,0.0,0.85,0.0,100.0,65.0,100.0,100.0,43.0,0.0,10.08,1.7,1.19,0.4,-0.79,2.09,-0.7647921936327221,0,1,1,Fast,321.85714285714283,6.43714285714285,7.142857142857152,260.42857142857144,97.80777777777777,39.715555555555554,63.0,3904.0,43.1858407079646,304.0,48.090217576433076,63.0,120.76666666666688,28.46000000000002,28.620000000000033
P048,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/26/2023, ",Lap 2,95.392,2.45,0.71,0.32,0.27,0.57,0.0,2.77,0.4,0.26,0.2,0.36,-0.0,114.46,28.89,9.09,8.73,30.19,0.0,100.0,11.0,0.0,0.0,28.0,47.8,217.6,134.1,191.2,190.2,37.7,0.0,1.0,0.27,0.0,0.0,0.44,-6.02,5.67,-1.3,-0.66,-0.6,1.64,-44.45,42.51,3.76,5.36,3.32,17.41,0.0,25.62,12.96,14.73,0.51,7.48,0.0,4.05,0.58,0.4,0.03,0.73,0.0,100.0,58.0,100.0,100.0,45.0,0.0,6.02,1.38,0.66,0.6,-0.07,1.53,-0.4326157088160414,0,1,1,Fast,265.875,5.317500000000006,6.249999999999993,191.125,72.21666666666667,41.72788888888889,74.0,4531.0,47.50471797022436,349.0,41.79856637463834,74.0,99.13151366607349,77.29999999999997,77.03999999999996
P048,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/26/2023, ",Lap 3,97.257,2.72,0.72,0.27,0.28,0.59,0.0,1.94,0.41,0.2,0.27,0.34,-0.0,240.0,40.9,8.73,7.71,53.7,0.0,100.0,11.0,0.0,0.0,28.0,21.2,214.6,133.1,190.2,187.2,40.6,0.0,1.0,0.3,0.0,0.0,0.46,-18.6,6.55,-2.01,-0.6,-0.52,3.16,-57.82,71.39,3.7,3.32,3.34,17.6,0.0,28.93,15.38,0.51,17.36,9.15,0.0,4.18,0.6,0.03,0.0,0.8,0.0,100.0,61.0,100.0,100.0,46.0,0.0,18.6,2.07,0.6,0.52,-0.07,3.1,-0.3082162822732475,0,1,1,Fast,225.22222222222223,4.504444444444453,5.555555555555546,177.88888888888889,106.9888888888889,43.213666666666676,70.0,5203.0,53.50678733031674,350.0,67.51815423861487,70.0,122.16468253968293,41.879999999999995,40.979999999999976
P047,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/26/2023, ",Lap 2,104.359,2.74,0.75,0.33,0.45,0.56,0.0,1.92,0.44,0.26,0.27,0.36,-0.0,240.0,55.22,13.32,5.57,65.18,0.0,100.0,16.0,0.0,0.0,32.0,0.1,227.1,125.8,193.8,191.5,50.5,0.0,1.0,0.32,0.0,0.0,0.47,-15.9,27.38,-1.33,-0.89,-0.37,4.68,-66.55,163.38,6.85,4.86,5.48,20.78,0.0,33.65,16.71,3.54,19.52,10.49,0.0,4.23,0.87,0.03,0.92,0.94,0.0,100.0,71.0,100.0,100.0,38.0,0.0,15.9,1.93,0.89,0.37,-0.52,2.95,0.1655020701701394,0,1,2,Medium,353.8888888888889,7.077777777777786,5.555555555555549,225.88888888888889,125.38749999999999,53.78033333333334,96.0,9125.0,87.47124233128834,426.0,85.46039157181157,96.0,285.92932900432965,141.54000000000002,140.56000000000003
P047,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/26/2023, ",Lap 3,108.229,2.54,0.69,0.45,0.37,0.53,0.0,3.0,0.46,0.27,0.25,0.36,-0.0,229.24,51.67,5.57,14.16,57.97,0.0,100.0,17.0,0.0,0.0,34.0,0.1,224.7,119.5,191.5,194.0,49.7,0.0,1.0,0.34,0.0,0.0,0.47,-15.0,22.3,-1.45,-0.37,-1.05,4.63,-73.77,46.61,3.32,5.48,6.52,19.47,0.0,36.8,19.42,19.52,30.91,11.46,0.0,5.85,1.35,0.92,0.0,1.54,0.0,100.0,69.0,100.0,100.0,39.0,0.0,15.0,2.09,0.37,1.05,0.68,3.23,0.4236392180096089,0,1,2,Medium,238.00925925925924,4.762222222222211,5.553179170771344,169.44444444444446,131.112,49.217,74.0,8704.0,80.44362292051756,419.0,77.6717570834395,74.0,220.11888871577355,46.58,44.940000000000005
P045,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/26/2023, ",Lap 3,110.677,9.85,0.64,0.11,0.49,0.66,0.0,21.4,0.4,0.26,0.22,0.64,-0.0,240.0,42.62,3.67,15.01,56.68,0.0,100.0,5.0,0.0,0.0,17.0,0.0,216.3,118.6,182.8,188.3,50.7,0.0,1.0,0.26,0.0,0.0,0.44,-15.5,27.2,-1.31,-0.27,-1.0,4.22,-147.32,383.65,-0.01,1.89,7.83,31.44,0.0,29.27,14.84,15.43,24.0,7.99,0.0,4.15,0.79,0.62,0.4,0.99,0.0,100.0,53.0,100.0,100.0,43.0,0.0,15.5,1.75,0.27,1.0,0.73,3.12,0.5869259719917853,0,1,2,Medium,233.1233511586453,4.663999999999999,4.998356585734249,155.9,127.19500000000001,54.536,87.0,7624.0,68.90817064352856,378.0,70.93470819836558,87.0,159.43787878787907,313.58000000000004,313.36000000000007
P044,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/26/2023, ",Lap 2,121.659,6.99,0.49,0.14,0.09,0.56,0.0,5.48,0.29,0.17,0.19,0.3,-0.0,209.4,38.86,5.91,4.65,54.11,0.0,100.0,7.0,0.0,0.0,20.0,36.7,163.6,108.4,140.5,135.0,36.5,0.0,1.0,0.2,0.0,0.0,0.4,-18.04,3.02,-1.82,-0.38,-0.37,3.69,-67.55,207.92,2.94,2.25,1.48,18.86,0.0,24.43,12.2,6.05,17.1,7.7,0.0,4.03,0.53,1.17,0.0,0.82,0.0,97.0,49.0,75.0,78.0,32.0,0.0,18.04,1.85,0.38,0.37,-0.01,3.67,1.319448493328491,0,1,0,Slow,228.0,4.56,4.545454545454546,132.45454545454547,117.922,54.772000000000006,73.0,5422.0,44.581483308666336,364.0,66.63283140723628,73.0,81.99999999999977,102.37999999999997,102.23999999999997
P044,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/26/2023, ",Lap 3,125.337,16.03,0.46,0.09,0.22,0.57,0.0,52.95,0.28,0.19,0.05,1.09,-0.0,240.0,39.38,4.65,6.28,61.74,0.0,100.0,5.0,0.0,0.0,19.0,14.0,159.4,104.4,135.0,141.7,34.5,0.0,1.0,0.19,0.0,0.0,0.4,-20.83,6.43,-1.83,-0.37,-0.37,4.01,-80.68,152.15,2.89,1.48,2.98,17.41,0.0,24.4,11.95,17.1,11.71,7.43,0.0,2.7,0.51,0.0,0.05,0.68,0.0,88.0,47.0,78.0,51.0,29.0,0.0,20.83,1.87,0.37,0.37,0.0,3.98,1.5647788369340638,0,1,0,Slow,310.08181818181816,6.2018181818181795,4.545321286746091,174.36363636363637,111.55181818181818,56.26045454545454,68.0,4970.0,39.67278531524342,336.0,73.250213480509,68.0,61.3333333333328,114.74,114.74000000000002
P043,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/26/2023, ",Lap 2,91.229,2.79,0.77,0.29,0.14,0.57,0.0,1.87,0.47,0.25,0.27,0.39,-0.0,240.0,38.05,5.84,4.15,50.09,0.0,100.0,13.0,0.0,0.0,31.0,44.0,231.2,141.4,193.8,193.9,42.1,0.0,1.0,0.27,0.0,0.0,0.45,-11.67,31.36,-1.53,-0.45,-0.31,3.81,-65.68,51.04,3.96,3.93,1.37,19.22,0.0,24.98,12.5,17.16,22.98,7.78,0.0,2.93,0.52,0.0,0.0,0.73,0.0,100.0,69.0,100.0,100.0,42.0,0.0,11.67,1.84,0.45,0.31,-0.14,2.54,-0.710296573533279,0,1,1,Fast,310.2857142857143,6.205714285714289,7.142857142857139,230.85714285714286,121.19333333333333,40.091,45.0,4935.0,54.11094058320544,290.0,62.91143202062889,45.0,251.76190476190413,77.63999999999996,77.41999999999996
P042,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 2,89.242,3.02,0.81,0.03,0.34,0.59,0.0,1.85,0.47,0.26,0.26,0.37,-0.0,240.0,36.94,3.7,14.59,48.01,0.0,100.0,15.0,0.0,0.0,33.0,59.3,227.8,144.3,193.1,192.8,38.7,0.0,1.0,0.33,0.0,0.0,0.47,-17.49,15.69,-1.92,-0.3,-1.08,3.41,-45.05,80.12,4.03,1.3,4.61,18.6,0.0,29.23,14.66,0.49,0.0,8.53,0.0,4.25,0.64,0.0,0.35,0.77,0.0,100.0,73.0,100.0,100.0,40.0,0.0,17.49,2.06,0.3,1.08,0.78,3.14,-0.8428336569330268,0,1,1,Fast,618.8125,12.375000000000004,6.250631313131311,503.25,128.15625,41.279500000000006,62.0,6111.0,68.49361129791527,320.0,60.58601774206438,62.0,72.76324786324767,8.759999999999994,8.399999999999991
P042,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 3,90.174,2.93,0.8,0.34,0.34,0.61,0.0,1.89,0.45,0.26,0.26,0.36,-0.0,160.86,31.89,14.59,11.12,33.18,0.0,100.0,14.0,0.0,0.0,31.0,68.8,229.4,142.9,192.8,191.7,38.0,0.0,1.0,0.33,0.0,0.0,0.47,-11.18,4.89,-1.61,-1.08,-0.81,2.15,-48.75,59.88,3.99,4.61,4.31,18.06,0.0,29.98,14.08,0.0,1.8,8.96,0.0,4.05,0.65,0.35,0.3,0.76,0.0,100.0,72.0,100.0,100.0,40.0,0.0,11.18,1.7,1.08,0.81,-0.27,2.03,-0.7806672947143225,0,1,1,Fast,745.875,14.917500000000011,6.249999999999996,623.0,90.03333333333333,38.99722222222223,53.0,5163.0,57.275953859804794,338.0,46.037288135233325,53.0,74.67499999999995,3.060000000000003,2.420000000000016
P041,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 2,90.749,2.97,0.75,0.35,0.4,0.59,0.0,1.65,0.44,0.25,0.25,0.33,-0.0,196.22,35.59,9.67,10.88,45.7,0.0,92.0,10.0,0.0,0.0,23.0,60.4,225.4,141.6,194.2,193.4,37.3,0.0,1.0,0.29,0.0,0.0,0.45,-12.87,14.36,-1.88,-0.65,-0.74,3.06,-64.28,57.55,3.96,4.38,4.52,18.43,0.0,26.08,13.31,8.64,10.43,7.76,0.0,4.05,0.5,0.0,0.0,0.76,0.0,100.0,62.0,100.0,100.0,47.0,0.0,12.87,2.0,0.65,0.74,0.09,2.85,-0.7423135841180196,0,1,1,Fast,279.2857142857143,5.585714285714289,7.142857142857139,226.28571428571428,111.46625,41.329,69.0,7026.0,77.44708994708995,351.0,57.93667672295483,69.0,182.20833333333348,44.70000000000003,44.26000000000002
P041,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 3,90.667,2.99,0.78,0.4,0.38,0.61,0.0,1.66,0.42,0.25,0.25,0.31,-0.0,229.39,36.07,10.88,11.91,45.8,0.0,88.0,9.0,0.0,0.0,20.0,63.6,223.8,142.0,193.4,193.0,36.8,0.0,1.0,0.31,0.0,0.0,0.46,-14.66,14.24,-1.83,-0.74,-0.8,3.2,-70.66,57.72,3.96,4.52,5.58,18.78,0.0,28.18,14.5,10.43,10.71,8.26,0.0,4.08,0.55,0.0,0.0,0.78,0.0,100.0,62.0,100.0,100.0,46.0,0.0,14.66,2.01,0.74,0.8,0.06,2.88,-0.7477831567595791,0,1,1,Fast,183.11964285714288,3.664999999999992,6.245553985577875,143.75,105.63600000000001,45.566,73.0,7618.0,84.05781112091792,369.0,58.31289054646061,73.0,167.79166666666652,24.979999999999965,24.239999999999974
P040,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 2,107.904,2.07,0.54,0.36,0.36,0.47,0.0,3.01,0.47,0.28,0.28,0.33,-0.0,136.32,29.15,10.11,13.2,31.71,0.0,100.0,13.0,0.0,0.0,25.0,32.1,201.7,119.9,178.3,180.3,42.9,0.0,1.0,0.16,0.0,0.0,0.37,-10.13,3.0,-1.06,-0.67,-0.95,1.48,-39.36,46.62,3.33,5.61,4.85,15.52,0.0,17.43,9.82,3.17,17.08,5.27,0.0,3.87,0.38,0.0,0.0,0.64,0.0,100.0,58.0,100.0,100.0,44.0,0.0,10.13,1.08,0.67,0.95,0.28,1.46,0.4019610337595242,0,1,2,Medium,797.0777777777778,15.93999999999999,5.556097712099388,544.1111111111111,80.785,50.403,57.0,3892.0,36.0863922877271,333.0,43.07673736702463,57.0,186.5,93.09999999999994,92.87999999999997
P040,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 3,123.329,3.31,0.5,0.36,0.32,0.5,0.0,5.86,0.44,0.28,0.27,0.33,-0.0,201.99,43.44,13.2,10.07,52.89,0.0,100.0,13.0,0.0,0.0,24.0,0.0,199.6,106.3,180.3,182.2,56.7,0.0,1.0,0.16,0.0,0.0,0.37,-14.71,19.44,-0.81,-0.95,-0.69,2.23,-113.91,48.3,2.91,4.85,4.49,17.15,0.0,19.77,11.81,17.08,4.74,5.91,0.0,4.22,0.36,0.0,0.33,0.64,0.0,100.0,58.0,100.0,100.0,42.0,0.0,14.71,0.96,0.95,0.69,-0.26,1.67,1.4308410093212327,0,1,0,Slow,765.4805555555556,15.31000000000002,4.999872995137522,537.0,102.92363636363638,56.87663636363636,75.0,5944.0,48.207914369120985,416.0,68.46422056258982,75.0,177.16666666666697,228.31999999999996,227.25999999999996
P039,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 2,115.472,2.57,0.54,0.22,0.24,0.52,0.0,1.7,0.4,0.24,0.31,0.34,-0.0,240.0,58.16,6.23,5.02,82.67,0.0,100.0,10.0,0.0,0.0,24.0,4.3,212.4,114.2,190.0,183.3,51.5,0.0,1.0,0.21,0.0,0.0,0.41,-19.52,27.61,-1.9,-0.46,-0.33,4.84,-96.61,57.9,3.1,3.33,3.05,19.21,0.0,24.25,15.31,3.36,19.4,7.48,0.0,4.52,0.6,0.72,0.0,0.83,0.0,100.0,55.0,100.0,100.0,41.0,0.0,19.52,2.08,0.46,0.33,-0.13,4.38,0.9067625673122638,0,1,0,Slow,337.45454545454544,6.74909090909091,4.545454545454545,210.63636363636363,135.544,54.97800000000001,49.0,4745.0,41.096483630694614,212.0,101.09683510157905,49.0,60.5,1.1599999999999975,0.5800000000000023
P039,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 3,117.892,5.18,0.54,0.24,0.43,0.52,0.0,24.74,0.42,0.31,0.25,0.66,-0.0,240.0,56.94,5.02,11.33,78.62,0.0,100.0,9.0,0.0,0.0,23.0,0.0,216.5,110.4,183.3,192.4,54.1,0.0,1.0,0.2,0.0,0.0,0.4,-18.25,30.11,-1.41,-0.33,-0.79,4.09,-96.58,115.46,6.08,3.05,5.66,20.05,0.0,23.77,13.35,19.4,0.0,6.38,0.0,4.4,0.45,0.0,0.0,0.73,0.0,100.0,53.0,100.0,100.0,41.0,0.0,18.25,1.59,0.33,0.79,0.46,3.5,1.0681816623436633,0,1,0,Slow,297.25,5.944000000000005,5.000841184387613,181.1,126.92750000000001,56.28999999999999,58.0,6770.0,57.45078071961982,214.0,97.09668528471516,58.0,177.75,101.88000000000001,100.99999999999999
P038,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 2,92.712,3.03,0.7,0.34,0.61,0.55,0.0,2.59,0.5,0.25,0.26,0.4,-0.0,240.0,37.64,8.46,13.42,48.46,0.0,100.0,16.0,0.0,0.0,33.0,21.7,228.0,138.4,193.5,194.1,46.0,0.0,1.0,0.27,0.0,0.0,0.44,-12.93,1.47,-1.93,-0.56,-0.85,2.86,-55.85,48.31,3.89,2.69,7.52,16.9,0.0,24.9,13.19,24.21,0.0,7.28,0.0,4.25,0.51,0.03,0.0,0.77,0.0,100.0,71.0,100.0,100.0,40.0,0.0,12.93,1.95,0.56,0.85,0.29,2.85,-0.611377351247508,0,1,1,Fast,309.75,6.195,6.25,232.625,111.74300000000001,45.129,45.0,5707.0,61.59076192531837,314.0,61.37742079375576,45.0,157.32499999999987,26.679999999999986,25.419999999999998
P038,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 3,101.459,3.56,0.7,0.61,0.48,0.6,0.0,1.86,0.46,0.26,0.26,0.37,-0.0,240.0,51.35,13.42,12.37,68.51,0.0,100.0,15.0,0.0,0.0,31.0,0.0,228.0,126.4,194.1,194.1,50.2,0.0,1.0,0.28,0.0,0.0,0.45,-12.9,29.15,-0.89,-0.85,-0.86,4.93,-91.13,67.66,3.53,7.52,6.43,19.14,0.0,28.82,14.67,0.0,17.29,8.28,0.0,4.17,0.8,0.0,0.0,0.9,0.0,100.0,68.0,100.0,100.0,40.0,0.0,12.9,1.64,0.85,0.86,0.0,2.56,-0.0279340354459996,0,1,2,Medium,378.3333333333333,7.566666666666669,5.555555555555554,245.44444444444446,132.47699999999998,52.177,63.0,7546.0,74.41333070400316,289.0,85.64028796827631,63.0,235.72500000000008,53.579999999999984,52.099999999999994
P037,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 2,95.699,2.9,0.65,0.38,0.5,0.54,0.0,2.23,0.47,0.25,0.25,0.34,-0.0,142.03,28.29,11.04,15.19,33.1,0.0,100.0,11.0,0.0,0.0,24.0,59.3,214.2,133.7,193.7,192.7,37.9,0.0,1.0,0.23,0.0,0.0,0.42,-11.6,2.85,-1.34,-0.76,-0.98,1.84,-65.91,50.76,3.77,5.5,6.83,16.93,0.0,22.2,10.71,9.73,10.66,6.32,0.0,4.03,0.4,0.0,0.0,0.69,0.0,100.0,59.0,100.0,100.0,44.0,0.0,11.6,1.37,0.76,0.98,0.22,1.81,-0.4121381624628844,0,1,1,Fast,209.66666666666666,4.193333333333334,5.555555555555554,160.0,73.73222222222222,41.53922222222222,66.0,4086.0,42.70484949832776,414.0,43.55440750421796,66.0,347.37083333333356,158.15999999999985,155.93999999999988
P037,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 3,95.554,2.68,0.64,0.5,0.47,0.55,0.0,1.75,0.46,0.25,0.24,0.33,-0.0,183.3,27.99,15.19,17.0,33.61,0.0,100.0,10.0,0.0,0.0,22.0,64.2,207.2,134.0,192.7,193.6,36.3,0.0,1.0,0.24,0.0,0.0,0.43,-11.14,10.2,-1.28,-0.98,-1.17,1.84,-82.53,47.86,3.74,6.83,7.64,17.63,0.0,23.08,11.55,10.66,5.54,6.86,0.0,4.15,0.41,0.0,0.0,0.71,0.0,100.0,58.0,100.0,100.0,45.0,0.0,11.14,1.34,0.98,1.17,0.19,1.73,-0.4218099677436911,0,1,1,Fast,281.95833333333337,5.63750000000001,6.251847745750174,213.625,81.89666666666668,43.61355555555556,84.0,4545.0,47.5716977182332,433.0,43.74425647876109,84.0,298.62023809523805,148.38,146.58
P035,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 2,103.039,1.9,0.59,0.24,0.6,0.5,0.0,1.29,0.35,0.25,0.26,0.23,-0.0,141.26,26.45,5.59,21.93,29.98,0.0,68.0,7.0,0.0,0.0,14.0,57.0,201.3,125.4,179.8,192.3,33.0,0.0,1.0,0.25,0.0,0.0,0.43,-5.75,1.1,-1.2,-0.38,-1.51,1.32,-41.01,52.64,3.5,2.97,8.6,16.43,0.0,25.47,12.14,3.69,0.0,7.57,0.0,4.58,0.52,0.13,0.0,0.9,0.0,100.0,46.0,89.0,100.0,35.0,0.0,5.75,1.21,0.38,1.51,1.13,1.31,0.0774552910621039,0,1,2,Medium,251.875,5.0375000000000085,6.249999999999989,172.5,74.29899999999999,47.943000000000005,54.0,2942.0,28.55756163851679,314.0,39.98826754747275,54.0,184.8,35.68000000000001,34.860000000000014
P035,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 3,98.247,1.98,0.68,0.6,0.19,0.55,0.0,1.22,0.37,0.26,0.18,0.24,-0.0,240.0,30.27,21.93,7.11,40.67,0.0,75.0,7.0,0.0,0.0,15.0,60.4,222.1,131.8,192.3,186.9,36.3,0.0,1.0,0.26,0.0,0.0,0.44,-16.42,0.86,-1.52,-1.51,-0.51,2.41,-41.26,52.67,3.65,8.6,2.71,17.39,0.0,25.72,12.18,0.0,0.0,7.66,0.0,4.03,0.49,0.0,0.1,0.79,0.0,100.0,51.0,100.0,100.0,39.0,0.0,16.42,1.54,1.51,0.51,-1.0,2.4,-0.2421811979422208,0,1,2,Medium,280.77777777777777,5.615555555555564,5.5555555555555465,197.55555555555554,88.29555555555555,42.26111111111111,51.0,3097.0,31.531256363266138,317.0,50.7141104002391,51.0,325.0833333333335,37.48000000000002,36.00000000000003
